"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1996","1996","PC","Percentage","0","Units",,,0.792,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1997","1997","PC","Percentage","0","Units",,,0.785,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1998","1998","PC","Percentage","0","Units",,,0.772,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1999","1999","PC","Percentage","0","Units",,,0.779,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2000","2000","PC","Percentage","0","Units",,,0.769,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2001","2001","PC","Percentage","0","Units",,,0.763,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2002","2002","PC","Percentage","0","Units",,,0.763,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2003","2003","PC","Percentage","0","Units",,,0.709,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2004","2004","PC","Percentage","0","Units",,,0.692,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2005","2005","PC","Percentage","0","Units",,,0.675,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.624,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.611,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.623,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.661,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.658,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.657,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.663,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.682,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.695,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.678,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.674,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.66,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.647,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.622,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.656,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","2021","2021","PC","Percentage","0","Units",,,0.616,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1970","1970","PC","Percentage","0","Units",,,0.022,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1975","1975","PC","Percentage","0","Units",,,0.028,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1980","1980","PC","Percentage","0","Units",,,0.031,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1985","1985","PC","Percentage","0","Units",,,0.042,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1990","1990","PC","Percentage","0","Units",,,0.06,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1991","1991","PC","Percentage","0","Units",,,0.059,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1992","1992","PC","Percentage","0","Units",,,0.059,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1993","1993","PC","Percentage","0","Units",,,0.064,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1994","1994","PC","Percentage","0","Units",,,0.06,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1995","1995","PC","Percentage","0","Units",,,0.076,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1996","1996","PC","Percentage","0","Units",,,0.073,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1997","1997","PC","Percentage","0","Units",,,0.072,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1998","1998","PC","Percentage","0","Units",,,0.073,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1999","1999","PC","Percentage","0","Units",,,0.074,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2000","2000","PC","Percentage","0","Units",,,0.07,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2001","2001","PC","Percentage","0","Units",,,0.07,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2002","2002","PC","Percentage","0","Units",,,0.072,,
